index,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
76324,Switzerland,2020-12-27,-65.0,-50.0,-4.0,-43.0,-29.0,8.0
76325,Switzerland,2020-12-28,-29.0,11.0,-11.0,-45.0,-62.0,20.0
76326,Switzerland,2020-12-29,-30.0,10.0,26.0,-41.0,-62.0,20.0
76327,Switzerland,2020-12-30,-32.0,24.0,17.0,-40.0,-61.0,19.0
76328,Switzerland,2020-12-31,-43.0,23.0,16.0,-46.0,-68.0,19.0
76329,Switzerland,2021-01-01,-87.0,-90.0,8.0,-66.0,-86.0,30.0
76330,Switzerland,2021-01-02,-62.0,-38.0,-17.0,-46.0,-37.0,14.0
76331,Switzerland,2021-01-03,-66.0,-53.0,-11.0,-44.0,-24.0,9.0
76332,Switzerland,2021-01-04,-36.0,3.0,-16.0,-37.0,-32.0,14.0
76333,Switzerland,2021-01-05,-38.0,0.0,-7.0,-37.0,-33.0,15.0
76334,Switzerland,2021-01-06,-44.0,-11.0,-21.0,-39.0,-34.0,16.0
76335,Switzerland,2021-01-07,-42.0,-4.0,-5.0,-36.0,-31.0,15.0
76336,Switzerland,2021-01-08,-43.0,-2.0,-5.0,-36.0,-30.0,16.0
76337,Switzerland,2021-01-09,-42.0,-2.0,-12.0,-37.0,-20.0,10.0
76338,Switzerland,2021-01-10,-61.0,-65.0,14.0,-38.0,-24.0,8.0
76339,Switzerland,2021-01-11,-37.0,-2.0,-13.0,-30.0,-19.0,11.0
76340,Switzerland,2021-01-12,-43.0,-8.0,-21.0,-30.0,-22.0,12.0
76341,Switzerland,2021-01-13,-42.0,-5.0,-29.0,-31.0,-22.0,12.0
76342,Switzerland,2021-01-14,-44.0,-10.0,-36.0,-32.0,-24.0,12.0
76343,Switzerland,2021-01-15,-44.0,-4.0,-29.0,-30.0,-26.0,14.0
76344,Switzerland,2021-01-16,-40.0,-1.0,-13.0,-33.0,-20.0,9.0
76345,Switzerland,2021-01-17,-70.0,-71.0,-29.0,-49.0,-28.0,9.0
76346,Switzerland,2021-01-18,-52.0,-10.0,-14.0,-33.0,-26.0,13.0
76347,Switzerland,2021-01-19,-51.0,-8.0,5.0,-33.0,-28.0,13.0
115551,Germany,2020-02-15,6.0,1.0,45.0,10.0,0.0,-1.0
115552,Germany,2020-02-16,7.0,10.0,9.0,6.0,-1.0,0.0
115553,Germany,2020-02-17,2.0,2.0,7.0,1.0,-2.0,0.0
115554,Germany,2020-02-18,2.0,2.0,10.0,1.0,-1.0,1.0
115555,Germany,2020-02-19,3.0,0.0,6.0,-1.0,-1.0,1.0
115556,Germany,2020-02-20,2.0,-1.0,14.0,3.0,-4.0,1.0
115557,Germany,2020-02-21,2.0,2.0,15.0,-1.0,-8.0,2.0
115558,Germany,2020-02-22,-1.0,-2.0,26.0,9.0,-3.0,0.0
115559,Germany,2020-02-23,0.0,9.0,-24.0,2.0,-3.0,0.0
115560,Germany,2020-02-24,2.0,-5.0,17.0,-5.0,-20.0,4.0
115561,Germany,2020-02-25,-1.0,-1.0,15.0,-5.0,-13.0,4.0
115562,Germany,2020-02-26,-3.0,0.0,0.0,-7.0,-5.0,2.0
115563,Germany,2020-02-27,-5.0,3.0,-3.0,-5.0,-4.0,2.0
115564,Germany,2020-02-28,3.0,11.0,9.0,-2.0,-5.0,2.0
115565,Germany,2020-02-29,-1.0,5.0,9.0,1.0,-1.0,1.0
115566,Germany,2020-03-01,8.0,18.0,21.0,4.0,1.0,0.0
115567,Germany,2020-03-02,2.0,8.0,9.0,-1.0,0.0,0.0
115568,Germany,2020-03-03,0.0,5.0,8.0,-3.0,0.0,1.0
115569,Germany,2020-03-04,2.0,2.0,14.0,-4.0,0.0,1.0
115570,Germany,2020-03-05,-4.0,0.0,0.0,-5.0,0.0,1.0
115571,Germany,2020-03-06,-3.0,1.0,-11.0,-7.0,-1.0,2.0
115572,Germany,2020-03-07,1.0,0.0,19.0,-2.0,0.0,1.0
115573,Germany,2020-03-08,12.0,19.0,31.0,2.0,1.0,0.0
115574,Germany,2020-03-09,-1.0,2.0,7.0,-5.0,-1.0,1.0
115575,Germany,2020-03-10,-7.0,-2.0,-13.0,-8.0,-1.0,3.0
115576,Germany,2020-03-11,-1.0,2.0,17.0,-7.0,-1.0,2.0
115577,Germany,2020-03-12,-7.0,6.0,4.0,-9.0,-2.0,2.0
115578,Germany,2020-03-13,-9.0,19.0,-3.0,-15.0,-4.0,4.0
115579,Germany,2020-03-14,-17.0,9.0,33.0,-19.0,-3.0,4.0
115580,Germany,2020-03-15,-12.0,13.0,75.0,-16.0,-5.0,2.0
115581,Germany,2020-03-16,-7.0,22.0,40.0,-25.0,-18.0,6.0
115582,Germany,2020-03-17,-21.0,11.0,31.0,-35.0,-25.0,10.0
115583,Germany,2020-03-18,-34.0,5.0,44.0,-39.0,-30.0,11.0
115584,Germany,2020-03-19,-45.0,-3.0,15.0,-46.0,-33.0,14.0
115585,Germany,2020-03-20,-50.0,-2.0,-14.0,-52.0,-36.0,16.0
115586,Germany,2020-03-21,-69.0,-24.0,-31.0,-59.0,-31.0,13.0
115587,Germany,2020-03-22,-71.0,-35.0,1.0,-58.0,-34.0,10.0
115588,Germany,2020-03-23,-57.0,-16.0,-5.0,-56.0,-41.0,16.0
115589,Germany,2020-03-24,-59.0,-18.0,9.0,-56.0,-43.0,18.0
115590,Germany,2020-03-25,-58.0,-18.0,11.0,-56.0,-43.0,18.0
115591,Germany,2020-03-26,-59.0,-16.0,3.0,-57.0,-44.0,18.0
115592,Germany,2020-03-27,-59.0,-14.0,21.0,-56.0,-44.0,19.0
115593,Germany,2020-03-28,-66.0,-21.0,33.0,-53.0,-33.0,12.0
115594,Germany,2020-03-29,-77.0,-51.0,-49.0,-68.0,-39.0,11.0
115595,Germany,2020-03-30,-54.0,-16.0,-13.0,-56.0,-43.0,17.0
115596,Germany,2020-03-31,-53.0,-12.0,7.0,-53.0,-43.0,17.0
115597,Germany,2020-04-01,-52.0,-13.0,20.0,-53.0,-43.0,17.0
115598,Germany,2020-04-02,-54.0,-11.0,6.0,-54.0,-43.0,17.0
115599,Germany,2020-04-03,-57.0,-11.0,-13.0,-57.0,-44.0,19.0
115600,Germany,2020-04-04,-63.0,-16.0,21.0,-52.0,-31.0,12.0
115601,Germany,2020-04-05,-58.0,-13.0,61.0,-47.0,-30.0,8.0
115602,Germany,2020-04-06,-43.0,-6.0,49.0,-49.0,-44.0,15.0
115603,Germany,2020-04-07,-44.0,-2.0,50.0,-50.0,-45.0,16.0
115604,Germany,2020-04-08,-42.0,10.0,57.0,-49.0,-45.0,15.0
115605,Germany,2020-04-09,-40.0,14.0,37.0,-49.0,-47.0,15.0
115606,Germany,2020-04-10,-80.0,-92.0,72.0,-69.0,-86.0,29.0
115607,Germany,2020-04-11,-56.0,0.0,35.0,-48.0,-29.0,10.0
115608,Germany,2020-04-12,-63.0,-23.0,59.0,-47.0,-26.0,6.0
115609,Germany,2020-04-13,-81.0,-93.0,29.0,-73.0,-88.0,28.0
115610,Germany,2020-04-14,-45.0,1.0,8.0,-52.0,-45.0,17.0
115611,Germany,2020-04-15,-45.0,-9.0,46.0,-49.0,-44.0,16.0
115612,Germany,2020-04-16,-53.0,-3.0,57.0,-48.0,-43.0,16.0
115613,Germany,2020-04-17,-55.0,-4.0,49.0,-49.0,-43.0,16.0
115614,Germany,2020-04-18,-65.0,-14.0,35.0,-46.0,-22.0,10.0
115615,Germany,2020-04-19,-59.0,-7.0,56.0,-44.0,-22.0,7.0
115616,Germany,2020-04-20,-44.0,-9.0,35.0,-44.0,-36.0,13.0
115617,Germany,2020-04-21,-47.0,-8.0,45.0,-44.0,-35.0,14.0
115618,Germany,2020-04-22,-46.0,-8.0,60.0,-43.0,-35.0,13.0
115619,Germany,2020-04-23,-47.0,-6.0,58.0,-42.0,-35.0,13.0
115620,Germany,2020-04-24,-50.0,-7.0,38.0,-46.0,-36.0,14.0
115621,Germany,2020-04-25,-57.0,-10.0,40.0,-41.0,-19.0,9.0
115622,Germany,2020-04-26,-52.0,3.0,78.0,-39.0,-18.0,6.0
115623,Germany,2020-04-27,-43.0,-13.0,57.0,-41.0,-33.0,12.0
115624,Germany,2020-04-28,-48.0,-10.0,19.0,-43.0,-33.0,13.0
115625,Germany,2020-04-29,-46.0,1.0,12.0,-43.0,-33.0,13.0
115626,Germany,2020-04-30,-34.0,19.0,-8.0,-39.0,-34.0,12.0
115627,Germany,2020-05-01,-82.0,-92.0,17.0,-67.0,-84.0,28.0
115628,Germany,2020-05-02,-46.0,3.0,-18.0,-42.0,-20.0,9.0
115629,Germany,2020-05-03,-57.0,4.0,43.0,-37.0,-18.0,6.0
115630,Germany,2020-05-04,-32.0,-5.0,-1.0,-38.0,-30.0,11.0
115631,Germany,2020-05-05,-36.0,-6.0,21.0,-37.0,-29.0,12.0
115632,Germany,2020-05-06,-33.0,-5.0,49.0,-35.0,-28.0,11.0
115633,Germany,2020-05-07,-33.0,-3.0,47.0,-35.0,-28.0,11.0
115634,Germany,2020-05-08,-36.0,-5.0,60.0,-37.0,-31.0,11.0
115635,Germany,2020-05-09,-40.0,-1.0,61.0,-28.0,-8.0,5.0
115636,Germany,2020-05-10,-50.0,9.0,29.0,-33.0,-3.0,4.0
115637,Germany,2020-05-11,-34.0,-12.0,-23.0,-41.0,-28.0,11.0
115638,Germany,2020-05-12,-31.0,-4.0,14.0,-35.0,-26.0,11.0
115639,Germany,2020-05-13,-31.0,-7.0,13.0,-36.0,-26.0,11.0
115640,Germany,2020-05-14,-29.0,-4.0,20.0,-35.0,-26.0,10.0
115641,Germany,2020-05-15,-29.0,-3.0,29.0,-35.0,-26.0,10.0
115642,Germany,2020-05-16,-35.0,-6.0,53.0,-28.0,-5.0,5.0
115643,Germany,2020-05-17,-36.0,16.0,92.0,-25.0,-1.0,3.0
115644,Germany,2020-05-18,-15.0,-3.0,55.0,-30.0,-26.0,8.0
115645,Germany,2020-05-19,-17.0,2.0,63.0,-30.0,-25.0,9.0
115646,Germany,2020-05-20,-6.0,34.0,84.0,-25.0,-26.0,6.0
115647,Germany,2020-05-21,-55.0,-87.0,225.0,-46.0,-81.0,18.0
115648,Germany,2020-05-22,-19.0,1.0,68.0,-40.0,-51.0,14.0
115649,Germany,2020-05-23,-35.0,-9.0,27.0,-35.0,-8.0,7.0
115650,Germany,2020-05-24,-42.0,3.0,37.0,-31.0,-4.0,3.0
115651,Germany,2020-05-25,-16.0,-2.0,33.0,-31.0,-27.0,8.0
115652,Germany,2020-05-26,-18.0,-4.0,73.0,-28.0,-23.0,8.0
115653,Germany,2020-05-27,-15.0,-3.0,86.0,-27.0,-23.0,7.0
115654,Germany,2020-05-28,-16.0,2.0,65.0,-27.0,-24.0,8.0
115655,Germany,2020-05-29,-15.0,6.0,84.0,-25.0,-25.0,7.0
115656,Germany,2020-05-30,-23.0,4.0,99.0,-17.0,5.0,2.0
115657,Germany,2020-05-31,-19.0,32.0,143.0,-13.0,8.0,0.0
115658,Germany,2020-06-01,-45.0,-86.0,264.0,-42.0,-80.0,16.0
115659,Germany,2020-06-02,-6.0,15.0,109.0,-22.0,-26.0,6.0
115660,Germany,2020-06-03,-11.0,1.0,91.0,-24.0,-25.0,7.0
115661,Germany,2020-06-04,-20.0,-2.0,12.0,-31.0,-26.0,9.0
115662,Germany,2020-06-05,-20.0,-2.0,21.0,-32.0,-26.0,9.0
115663,Germany,2020-06-06,-25.0,-5.0,44.0,-24.0,1.0,4.0
115664,Germany,2020-06-07,-31.0,11.0,51.0,-27.0,3.0,3.0
115665,Germany,2020-06-08,-8.0,-4.0,67.0,-26.0,-25.0,7.0
115666,Germany,2020-06-09,-12.0,-2.0,59.0,-27.0,-25.0,8.0
115667,Germany,2020-06-10,-5.0,16.0,70.0,-24.0,-25.0,6.0
115668,Germany,2020-06-11,-36.0,-54.0,112.0,-40.0,-59.0,16.0
115669,Germany,2020-06-12,-8.0,3.0,147.0,-25.0,-37.0,7.0
115670,Germany,2020-06-13,-26.0,-9.0,97.0,-21.0,4.0,2.0
115671,Germany,2020-06-14,-33.0,8.0,34.0,-26.0,5.0,2.0
115672,Germany,2020-06-15,-10.0,-2.0,63.0,-24.0,-23.0,6.0
115673,Germany,2020-06-16,-11.0,0.0,75.0,-22.0,-21.0,6.0
115674,Germany,2020-06-17,-10.0,-3.0,80.0,-22.0,-21.0,6.0
115675,Germany,2020-06-18,-12.0,-2.0,67.0,-23.0,-22.0,6.0
115676,Germany,2020-06-19,-13.0,-1.0,63.0,-23.0,-23.0,6.0
115677,Germany,2020-06-20,-20.0,-5.0,85.0,-18.0,7.0,2.0
115678,Germany,2020-06-21,-8.0,33.0,123.0,-11.0,15.0,-1.0
115679,Germany,2020-06-22,-6.0,-2.0,96.0,-21.0,-23.0,5.0
115680,Germany,2020-06-23,-6.0,-1.0,129.0,-19.0,-22.0,5.0
115681,Germany,2020-06-24,-6.0,-1.0,130.0,-19.0,-20.0,5.0
115682,Germany,2020-06-25,-11.0,-1.0,106.0,-21.0,-22.0,5.0
115683,Germany,2020-06-26,-14.0,-2.0,114.0,-21.0,-23.0,5.0
115684,Germany,2020-06-27,-23.0,-6.0,110.0,-16.0,3.0,1.0
115685,Germany,2020-06-28,-18.0,23.0,72.0,-18.0,10.0,0.0
115686,Germany,2020-06-29,-3.0,1.0,74.0,-22.0,-23.0,5.0
115687,Germany,2020-06-30,0.0,3.0,92.0,-20.0,-22.0,6.0
115688,Germany,2020-07-01,-2.0,-1.0,85.0,-21.0,-22.0,5.0
115689,Germany,2020-07-02,-6.0,0.0,69.0,-21.0,-23.0,6.0
115690,Germany,2020-07-03,-5.0,1.0,99.0,-20.0,-23.0,5.0
115691,Germany,2020-07-04,-16.0,-5.0,109.0,-12.0,3.0,0.0
115692,Germany,2020-07-05,-9.0,27.0,95.0,-12.0,7.0,0.0
115693,Germany,2020-07-06,-2.0,-1.0,73.0,-22.0,-26.0,5.0
115694,Germany,2020-07-07,-2.0,-1.0,106.0,-20.0,-25.0,6.0
115695,Germany,2020-07-08,-4.0,-3.0,80.0,-23.0,-25.0,6.0
115696,Germany,2020-07-09,-8.0,-3.0,74.0,-23.0,-26.0,6.0
115697,Germany,2020-07-10,-11.0,-2.0,74.0,-23.0,-26.0,6.0
115698,Germany,2020-07-11,-15.0,-6.0,112.0,-11.0,3.0,0.0
115699,Germany,2020-07-12,3.0,42.0,142.0,-4.0,10.0,-2.0
115700,Germany,2020-07-13,0.0,-2.0,132.0,-20.0,-26.0,4.0
115701,Germany,2020-07-14,-3.0,-2.0,116.0,-21.0,-26.0,6.0
115702,Germany,2020-07-15,-2.0,-1.0,78.0,-23.0,-26.0,6.0
115703,Germany,2020-07-16,-7.0,-2.0,63.0,-24.0,-27.0,6.0
115704,Germany,2020-07-17,-6.0,-2.0,108.0,-21.0,-28.0,5.0
115705,Germany,2020-07-18,-16.0,-7.0,150.0,-6.0,2.0,-1.0
115706,Germany,2020-07-19,3.0,40.0,152.0,-3.0,9.0,-3.0
115707,Germany,2020-07-20,0.0,-1.0,130.0,-22.0,-31.0,5.0
115708,Germany,2020-07-21,0.0,-2.0,153.0,-21.0,-30.0,5.0
115709,Germany,2020-07-22,2.0,-3.0,156.0,-21.0,-28.0,5.0
115710,Germany,2020-07-23,-3.0,-3.0,143.0,-21.0,-29.0,5.0
115711,Germany,2020-07-24,-8.0,-3.0,123.0,-22.0,-30.0,5.0
115712,Germany,2020-07-25,-17.0,-8.0,148.0,-8.0,-1.0,-1.0
115713,Germany,2020-07-26,-7.0,30.0,92.0,-10.0,2.0,0.0
115714,Germany,2020-07-27,1.0,-1.0,138.0,-22.0,-33.0,5.0
115715,Germany,2020-07-28,-1.0,-2.0,150.0,-22.0,-32.0,6.0
115716,Germany,2020-07-29,5.0,-1.0,159.0,-20.0,-32.0,5.0
115717,Germany,2020-07-30,1.0,0.0,154.0,-21.0,-33.0,5.0
115718,Germany,2020-07-31,-6.0,-1.0,161.0,-20.0,-34.0,4.0
115719,Germany,2020-08-01,-19.0,-8.0,156.0,-6.0,-4.0,-2.0
115720,Germany,2020-08-02,-5.0,35.0,89.0,-7.0,1.0,-1.0
115721,Germany,2020-08-03,6.0,2.0,114.0,-21.0,-35.0,5.0
115722,Germany,2020-08-04,5.0,0.0,143.0,-20.0,-34.0,6.0
115723,Germany,2020-08-05,6.0,-2.0,180.0,-19.0,-33.0,4.0
115724,Germany,2020-08-06,-2.0,-2.0,163.0,-21.0,-33.0,5.0
115725,Germany,2020-08-07,-10.0,-4.0,156.0,-22.0,-34.0,4.0
115726,Germany,2020-08-08,-23.0,-10.0,163.0,-10.0,-5.0,-1.0
115727,Germany,2020-08-09,-9.0,28.0,127.0,-7.0,3.0,-2.0
115728,Germany,2020-08-10,-1.0,0.0,137.0,-22.0,-34.0,5.0
115729,Germany,2020-08-11,-3.0,-2.0,148.0,-22.0,-33.0,6.0
