index,country,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
417686,Italy,2020-08-12,3.0,0.0,184.0,-25.0,-47.0,4.0
417687,Italy,2020-08-13,3.0,4.0,176.0,-24.0,-49.0,4.0
417688,Italy,2020-08-14,-3.0,15.0,165.0,-24.0,-53.0,4.0
417689,Italy,2020-08-15,-37.0,-56.0,139.0,-17.0,-47.0,-5.0
417690,Italy,2020-08-16,-14.0,-12.0,96.0,0.0,4.0,-7.0
417691,Italy,2020-08-17,3.0,5.0,184.0,-22.0,-53.0,4.0
417692,Italy,2020-08-18,5.0,3.0,198.0,-24.0,-50.0,5.0
417693,Italy,2020-08-19,0.0,-2.0,197.0,-25.0,-49.0,4.0
417694,Italy,2020-08-20,-2.0,-4.0,182.0,-25.0,-49.0,4.0
417695,Italy,2020-08-21,-9.0,-6.0,157.0,-26.0,-49.0,5.0
417696,Italy,2020-08-22,-18.0,-19.0,116.0,-9.0,-23.0,-4.0
417697,Italy,2020-08-23,-17.0,-14.0,71.0,-5.0,12.0,-6.0
417698,Italy,2020-08-24,-1.0,-1.0,127.0,-26.0,-38.0,4.0
417699,Italy,2020-08-25,1.0,-2.0,141.0,-26.0,-37.0,3.0
417700,Italy,2020-08-26,-3.0,-5.0,135.0,-27.0,-34.0,3.0
417701,Italy,2020-08-27,-3.0,-5.0,124.0,-27.0,-34.0,3.0
417702,Italy,2020-08-28,-9.0,-7.0,100.0,-27.0,-35.0,4.0
417703,Italy,2020-08-29,-17.0,-15.0,63.0,-17.0,-18.0,-1.0
417704,Italy,2020-08-30,-15.0,-11.0,40.0,-11.0,8.0,-2.0
417705,Italy,2020-08-31,-7.0,-5.0,56.0,-28.0,-31.0,5.0
417706,Italy,2020-09-01,0.0,0.0,94.0,-23.0,-28.0,3.0
417707,Italy,2020-09-02,-4.0,-3.0,80.0,-26.0,-28.0,4.0
417708,Italy,2020-09-03,-3.0,-2.0,86.0,-24.0,-28.0,3.0
417709,Italy,2020-09-04,-6.0,-5.0,89.0,-23.0,-28.0,2.0
417710,Italy,2020-09-05,-10.0,-12.0,92.0,-10.0,-15.0,-3.0
417711,Italy,2020-09-06,-11.0,-12.0,68.0,-4.0,9.0,-6.0
417712,Italy,2020-09-07,-4.0,-3.0,69.0,-24.0,-29.0,3.0
417713,Italy,2020-09-08,0.0,-3.0,88.0,-21.0,-28.0,2.0
417714,Italy,2020-09-09,-4.0,-5.0,83.0,-22.0,-26.0,2.0
417715,Italy,2020-09-10,-3.0,-3.0,75.0,-21.0,-27.0,1.0
417716,Italy,2020-09-11,-5.0,-3.0,73.0,-20.0,-27.0,1.0
417717,Italy,2020-09-12,-8.0,-9.0,82.0,-7.0,-15.0,-5.0
417718,Italy,2020-09-13,-10.0,-10.0,58.0,-4.0,8.0,-6.0
417719,Italy,2020-09-14,-2.0,-2.0,67.0,-18.0,-25.0,1.0
417720,Italy,2020-09-15,-1.0,-1.0,72.0,-16.0,-24.0,1.0
417721,Italy,2020-09-16,-4.0,-3.0,66.0,-16.0,-24.0,1.0
417722,Italy,2020-09-17,-5.0,-3.0,61.0,-16.0,-24.0,2.0
417723,Italy,2020-09-18,-6.0,-4.0,67.0,-15.0,-24.0,1.0
417724,Italy,2020-09-19,-8.0,-9.0,71.0,-7.0,-14.0,-3.0
417725,Italy,2020-09-20,-8.0,-8.0,48.0,-4.0,7.0,-4.0
417726,Italy,2020-09-21,-6.0,-4.0,44.0,-19.0,-26.0,2.0
417727,Italy,2020-09-22,-7.0,-2.0,32.0,-19.0,-25.0,4.0
417728,Italy,2020-09-23,-9.0,0.0,33.0,-17.0,-22.0,4.0
417729,Italy,2020-09-24,-10.0,0.0,29.0,-17.0,-23.0,4.0
417730,Italy,2020-09-25,-14.0,-2.0,13.0,-19.0,-24.0,5.0
417731,Italy,2020-09-26,-11.0,-3.0,31.0,-10.0,-13.0,1.0
417732,Italy,2020-09-27,-20.0,-12.0,-3.0,-17.0,-2.0,3.0
417733,Italy,2020-09-28,-10.0,-1.0,19.0,-19.0,-22.0,4.0
417734,Italy,2020-09-29,-5.0,3.0,42.0,-14.0,-21.0,3.0
417735,Italy,2020-09-30,-8.0,2.0,39.0,-13.0,-21.0,2.0
417736,Italy,2020-10-01,-9.0,5.0,25.0,-14.0,-19.0,3.0
417737,Italy,2020-10-02,-14.0,0.0,8.0,-16.0,-20.0,4.0
417738,Italy,2020-10-03,-13.0,-3.0,13.0,-10.0,-14.0,2.0
417739,Italy,2020-10-04,-15.0,-10.0,11.0,-10.0,-2.0,1.0
417740,Italy,2020-10-05,-11.0,0.0,19.0,-14.0,-20.0,3.0
417741,Italy,2020-10-06,-8.0,2.0,27.0,-13.0,-20.0,3.0
417742,Italy,2020-10-07,-12.0,0.0,20.0,-15.0,-18.0,3.0
417743,Italy,2020-10-08,-10.0,2.0,30.0,-14.0,-18.0,3.0
417744,Italy,2020-10-09,-11.0,2.0,30.0,-13.0,-18.0,3.0
417745,Italy,2020-10-10,-12.0,-4.0,41.0,-7.0,-10.0,0.0
417746,Italy,2020-10-11,-24.0,-12.0,-19.0,-25.0,-6.0,4.0
417747,Italy,2020-10-12,-15.0,-2.0,4.0,-19.0,-19.0,5.0
417748,Italy,2020-10-13,-11.0,1.0,20.0,-16.0,-18.0,4.0
417749,Italy,2020-10-14,-15.0,0.0,5.0,-19.0,-17.0,5.0
417750,Italy,2020-10-15,-19.0,-2.0,-17.0,-24.0,-18.0,7.0
417751,Italy,2020-10-16,-16.0,4.0,6.0,-19.0,-18.0,6.0
417752,Italy,2020-10-17,-17.0,-3.0,22.0,-14.0,-12.0,3.0
417753,Italy,2020-10-18,-20.0,-11.0,20.0,-15.0,-6.0,3.0
417754,Italy,2020-10-19,-16.0,-2.0,11.0,-21.0,-18.0,6.0
417755,Italy,2020-10-20,-15.0,0.0,14.0,-21.0,-18.0,6.0
417756,Italy,2020-10-21,-16.0,0.0,12.0,-22.0,-17.0,6.0
417757,Italy,2020-10-22,-17.0,1.0,5.0,-22.0,-18.0,7.0
417758,Italy,2020-10-23,-20.0,1.0,-7.0,-28.0,-20.0,8.0
417759,Italy,2020-10-24,-25.0,-4.0,-6.0,-25.0,-14.0,6.0
417760,Italy,2020-10-25,-28.0,-16.0,5.0,-26.0,-9.0,5.0
417761,Italy,2020-10-26,-26.0,-6.0,-14.0,-32.0,-23.0,9.0
417762,Italy,2020-10-27,-21.0,1.0,1.0,-29.0,-24.0,9.0
417763,Italy,2020-10-28,-23.0,0.0,7.0,-30.0,-23.0,9.0
417764,Italy,2020-10-29,-24.0,0.0,-1.0,-32.0,-24.0,10.0
417765,Italy,2020-10-30,-26.0,3.0,2.0,-31.0,-25.0,10.0
417766,Italy,2020-10-31,-29.0,-1.0,12.0,-27.0,-21.0,7.0
417767,Italy,2020-11-01,-38.0,-21.0,-3.0,-33.0,-16.0,7.0
417768,Italy,2020-11-02,-24.0,-3.0,-1.0,-36.0,-29.0,10.0
417769,Italy,2020-11-03,-24.0,-3.0,-4.0,-35.0,-27.0,11.0
417770,Italy,2020-11-04,-23.0,0.0,-5.0,-35.0,-25.0,11.0
417771,Italy,2020-11-05,-23.0,3.0,-3.0,-37.0,-27.0,11.0
417772,Italy,2020-11-06,-40.0,-8.0,-15.0,-45.0,-30.0,15.0
417773,Italy,2020-11-07,-45.0,-14.0,-6.0,-43.0,-28.0,13.0
417774,Italy,2020-11-08,-53.0,-36.0,-9.0,-46.0,-25.0,12.0
417775,Italy,2020-11-09,-35.0,-10.0,-9.0,-45.0,-29.0,13.0
417776,Italy,2020-11-10,-32.0,-5.0,-6.0,-43.0,-30.0,13.0
417777,Italy,2020-11-11,-38.0,-8.0,-12.0,-45.0,-30.0,14.0
417778,Italy,2020-11-12,-38.0,-7.0,-19.0,-45.0,-30.0,15.0
417779,Italy,2020-11-13,-39.0,-3.0,-20.0,-45.0,-31.0,15.0
417780,Italy,2020-11-14,-45.0,-10.0,-22.0,-45.0,-28.0,13.0
417781,Italy,2020-11-15,-66.0,-41.0,-39.0,-57.0,-32.0,15.0
417782,Italy,2020-11-16,-43.0,-15.0,-34.0,-50.0,-31.0,15.0
417783,Italy,2020-11-17,-40.0,-10.0,-19.0,-47.0,-31.0,15.0
417784,Italy,2020-11-18,-41.0,-11.0,-16.0,-47.0,-30.0,15.0
417785,Italy,2020-11-19,-41.0,-9.0,-20.0,-47.0,-31.0,15.0
417786,Italy,2020-11-20,-44.0,-9.0,-35.0,-49.0,-32.0,17.0
417787,Italy,2020-11-21,-50.0,-14.0,-33.0,-50.0,-31.0,15.0
417788,Italy,2020-11-22,-63.0,-40.0,-36.0,-56.0,-31.0,15.0
417789,Italy,2020-11-23,-38.0,-12.0,-21.0,-47.0,-30.0,14.0
417790,Italy,2020-11-24,-38.0,-10.0,-20.0,-46.0,-30.0,14.0
417791,Italy,2020-11-25,-38.0,-8.0,-17.0,-46.0,-29.0,14.0
417792,Italy,2020-11-26,-38.0,-8.0,-21.0,-45.0,-29.0,15.0
417793,Italy,2020-11-27,-38.0,-4.0,-26.0,-46.0,-29.0,15.0
417794,Italy,2020-11-28,-47.0,-11.0,-35.0,-48.0,-28.0,14.0
417795,Italy,2020-11-29,-58.0,-34.0,-41.0,-52.0,-27.0,14.0
417796,Italy,2020-11-30,-31.0,-8.0,-19.0,-43.0,-27.0,13.0
417797,Italy,2020-12-01,-33.0,-4.0,-26.0,-44.0,-27.0,13.0
417798,Italy,2020-12-02,-39.0,-11.0,-39.0,-48.0,-28.0,15.0
417799,Italy,2020-12-03,-35.0,-4.0,-32.0,-44.0,-27.0,14.0
417800,Italy,2020-12-04,-38.0,-6.0,-38.0,-45.0,-28.0,15.0
417801,Italy,2020-12-05,-44.0,-9.0,-44.0,-48.0,-26.0,14.0
417802,Italy,2020-12-06,-56.0,-30.0,-58.0,-55.0,-24.0,14.0
417803,Italy,2020-12-07,-21.0,10.0,-13.0,-46.0,-45.0,15.0
417804,Italy,2020-12-08,-51.0,-43.0,-33.0,-67.0,-76.0,28.0
417805,Italy,2020-12-09,-29.0,-2.0,-32.0,-42.0,-25.0,12.0
417806,Italy,2020-12-10,-28.0,2.0,-24.0,-40.0,-25.0,12.0
417807,Italy,2020-12-11,-29.0,4.0,-24.0,-39.0,-25.0,12.0
417808,Italy,2020-12-12,-35.0,-3.0,-19.0,-37.0,-21.0,11.0
417809,Italy,2020-12-13,-35.0,-17.0,-3.0,-30.0,-13.0,8.0
417810,Italy,2020-12-14,-19.0,-1.0,-12.0,-37.0,-24.0,10.0
417811,Italy,2020-12-15,-18.0,4.0,-11.0,-35.0,-24.0,10.0
417812,Italy,2020-12-16,-20.0,4.0,-12.0,-35.0,-23.0,10.0
417813,Italy,2020-12-17,-19.0,7.0,-12.0,-33.0,-24.0,10.0
417814,Italy,2020-12-18,-20.0,10.0,-11.0,-31.0,-24.0,10.0
417815,Italy,2020-12-19,-27.0,2.0,-8.0,-26.0,-20.0,8.0
417816,Italy,2020-12-20,-35.0,-8.0,-21.0,-30.0,-8.0,8.0
417817,Italy,2020-12-21,-8.0,15.0,-7.0,-35.0,-24.0,9.0
417818,Italy,2020-12-22,-5.0,25.0,4.0,-31.0,-25.0,8.0
417819,Italy,2020-12-23,0.0,46.0,9.0,-28.0,-29.0,7.0
417820,Italy,2020-12-24,-52.0,6.0,-47.0,-63.0,-62.0,24.0
417821,Italy,2020-12-25,-87.0,-88.0,-66.0,-82.0,-85.0,32.0
417822,Italy,2020-12-26,-85.0,-78.0,-60.0,-75.0,-67.0,22.0
417823,Italy,2020-12-27,-71.0,-27.0,-57.0,-62.0,-28.0,15.0
417824,Italy,2020-12-28,-36.0,-6.0,-32.0,-52.0,-48.0,19.0
417825,Italy,2020-12-29,-28.0,13.0,-17.0,-46.0,-45.0,17.0
417826,Italy,2020-12-30,-24.0,37.0,-15.0,-43.0,-44.0,16.0
417827,Italy,2020-12-31,-50.0,9.0,-37.0,-62.0,-62.0,24.0
417828,Italy,2021-01-01,-88.0,-90.0,-66.0,-83.0,-85.0,31.0
417829,Italy,2021-01-02,-69.0,-36.0,-66.0,-68.0,-49.0,21.0
417830,Italy,2021-01-03,-72.0,-42.0,-59.0,-62.0,-28.0,16.0
417831,Italy,2021-01-04,-23.0,15.0,-16.0,-45.0,-43.0,15.0
417832,Italy,2021-01-05,-47.0,5.0,-45.0,-58.0,-49.0,20.0
417833,Italy,2021-01-06,-73.0,-57.0,-45.0,-73.0,-78.0,31.0
417834,Italy,2021-01-07,-26.0,1.0,-23.0,-42.0,-29.0,13.0
417835,Italy,2021-01-08,-27.0,2.0,-17.0,-40.0,-28.0,13.0
417836,Italy,2021-01-09,-51.0,-13.0,-44.0,-50.0,-26.0,15.0
417837,Italy,2021-01-10,-66.0,-38.0,-57.0,-57.0,-23.0,15.0
417838,Italy,2021-01-11,-30.0,-5.0,-24.0,-42.0,-24.0,11.0
417839,Italy,2021-01-12,-30.0,-4.0,-18.0,-40.0,-25.0,11.0
417840,Italy,2021-01-13,-33.0,-6.0,-15.0,-41.0,-25.0,10.0
417841,Italy,2021-01-14,-36.0,-9.0,-24.0,-43.0,-28.0,11.0
417842,Italy,2021-01-15,-39.0,-10.0,-32.0,-44.0,-29.0,11.0
417843,Italy,2021-01-16,-44.0,-14.0,-21.0,-43.0,-28.0,10.0
417844,Italy,2021-01-17,-68.0,-41.0,-56.0,-60.0,-29.0,13.0
417845,Italy,2021-01-18,-41.0,-16.0,-27.0,-45.0,-30.0,11.0
417846,Italy,2021-01-19,-40.0,-14.0,-24.0,-44.0,-30.0,11.0
