,age_group,canton,pop_size,sex
4993,40 - 49,VS,2489,Weiblich
4994,40 - 49,VS,2149,Weiblich
4995,40 - 49,VS,2164,Weiblich
4996,40 - 49,VS,2424,Weiblich
4997,40 - 49,VS,2468,Weiblich
4998,40 - 49,VS,2417,Weiblich
4999,50 - 59,VS,2667,Weiblich
5000,50 - 59,VS,2564,Weiblich
5001,50 - 59,VS,2496,Weiblich
5002,50 - 59,VS,2662,Weiblich
5003,50 - 59,VS,2527,Weiblich
5004,50 - 59,VS,2787,Weiblich
5005,50 - 59,VS,2575,Weiblich
5006,50 - 59,VS,2788,Weiblich
5007,50 - 59,VS,2437,Weiblich
5008,50 - 59,VS,2741,Weiblich
5009,60 - 69,VS,1940,Weiblich
5010,60 - 69,VS,2034,Weiblich
5011,60 - 69,VS,2155,Weiblich
5012,60 - 69,VS,1991,Weiblich
5013,60 - 69,VS,2101,Weiblich
5014,60 - 69,VS,1975,Weiblich
5015,60 - 69,VS,2241,Weiblich
5016,60 - 69,VS,2068,Weiblich
5017,60 - 69,VS,1961,Weiblich
5018,60 - 69,VS,1983,Weiblich
5019,70 - 79,VS,1941,Weiblich
5020,70 - 79,VS,2016,Weiblich
5021,70 - 79,VS,1298,Weiblich
5022,70 - 79,VS,1670,Weiblich
5023,70 - 79,VS,1968,Weiblich
5024,70 - 79,VS,1484,Weiblich
5025,70 - 79,VS,1754,Weiblich
5026,70 - 79,VS,1391,Weiblich
5027,70 - 79,VS,1223,Weiblich
5028,70 - 79,VS,1702,Weiblich
5029,80+,VS,101,Weiblich
5030,80+,VS,1065,Weiblich
5031,80+,VS,945,Weiblich
5032,80+,VS,693,Weiblich
5033,80+,VS,988,Weiblich
5034,80+,VS,340,Weiblich
5035,80+,VS,655,Weiblich
5036,80+,VS,833,Weiblich
5037,80+,VS,81,Weiblich
5038,80+,VS,40,Weiblich
5039,80+,VS,1137,Weiblich
5040,80+,VS,983,Weiblich
5041,80+,VS,33,Weiblich
5042,80+,VS,198,Weiblich
5043,80+,VS,141,Weiblich
5044,80+,VS,41,Weiblich
5045,80+,VS,255,Weiblich
5046,80+,VS,313,Weiblich
5047,80+,VS,456,Weiblich
5048,80+,VS,816,Weiblich
5049,80+,VS,568,Weiblich
5050,0 - 9,ZG,684,Männlich
5051,0 - 9,ZG,666,Männlich
5052,0 - 9,ZG,681,Männlich
5053,0 - 9,ZG,720,Männlich
5054,0 - 9,ZG,710,Männlich
5055,0 - 9,ZG,654,Männlich
5056,0 - 9,ZG,637,Männlich
5057,0 - 9,ZG,670,Männlich
5058,0 - 9,ZG,638,Männlich
5059,0 - 9,ZG,693,Männlich
5060,10 - 19,ZG,680,Männlich
5061,10 - 19,ZG,658,Männlich
5062,10 - 19,ZG,656,Männlich
5063,10 - 19,ZG,648,Männlich
5064,10 - 19,ZG,619,Männlich
5065,10 - 19,ZG,598,Männlich
5066,10 - 19,ZG,630,Männlich
5067,10 - 19,ZG,648,Männlich
5068,10 - 19,ZG,675,Männlich
5069,10 - 19,ZG,645,Männlich
5070,20 - 29,ZG,723,Männlich
5071,20 - 29,ZG,805,Männlich
5072,20 - 29,ZG,697,Männlich
5073,20 - 29,ZG,646,Männlich
5074,20 - 29,ZG,777,Männlich
5075,20 - 29,ZG,681,Männlich
5076,20 - 29,ZG,638,Männlich
5077,20 - 29,ZG,639,Männlich
5078,20 - 29,ZG,616,Männlich
5079,20 - 29,ZG,865,Männlich
5080,30 - 39,ZG,932,Männlich
5081,30 - 39,ZG,949,Männlich
5082,30 - 39,ZG,1005,Männlich
5083,30 - 39,ZG,879,Männlich
5084,30 - 39,ZG,848,Männlich
5085,30 - 39,ZG,948,Männlich
5086,30 - 39,ZG,842,Männlich
5087,30 - 39,ZG,976,Männlich
5088,30 - 39,ZG,982,Männlich
5089,30 - 39,ZG,939,Männlich
5090,40 - 49,ZG,1047,Männlich
5091,40 - 49,ZG,941,Männlich
5092,40 - 49,ZG,1044,Männlich
5093,40 - 49,ZG,966,Männlich
5094,40 - 49,ZG,987,Männlich
5095,40 - 49,ZG,1086,Männlich
5096,40 - 49,ZG,915,Männlich
5097,40 - 49,ZG,961,Männlich
5098,40 - 49,ZG,1131,Männlich
5099,40 - 49,ZG,913,Männlich
5100,50 - 59,ZG,1218,Männlich
5101,50 - 59,ZG,1092,Männlich
5102,50 - 59,ZG,984,Männlich
5103,50 - 59,ZG,1154,Männlich
5104,50 - 59,ZG,1025,Männlich
5105,50 - 59,ZG,1162,Männlich
5106,50 - 59,ZG,1085,Männlich
5107,50 - 59,ZG,899,Männlich
5108,50 - 59,ZG,1136,Männlich
5109,50 - 59,ZG,1028,Männlich
5110,60 - 69,ZG,872,Männlich
5111,60 - 69,ZG,752,Männlich
5112,60 - 69,ZG,727,Männlich
5113,60 - 69,ZG,607,Männlich
5114,60 - 69,ZG,644,Männlich
5115,60 - 69,ZG,565,Männlich
5116,60 - 69,ZG,818,Männlich
5117,60 - 69,ZG,706,Männlich
5118,60 - 69,ZG,580,Männlich
5119,60 - 69,ZG,610,Männlich
5120,70 - 79,ZG,545,Männlich
5121,70 - 79,ZG,472,Männlich
5122,70 - 79,ZG,379,Männlich
5123,70 - 79,ZG,529,Männlich
5124,70 - 79,ZG,541,Männlich
5125,70 - 79,ZG,436,Männlich
5126,70 - 79,ZG,548,Männlich
5127,70 - 79,ZG,340,Männlich
5128,70 - 79,ZG,516,Männlich
5129,70 - 79,ZG,464,Männlich
5130,80+,ZG,2,Männlich
5131,80+,ZG,295,Männlich
5132,80+,ZG,8,Männlich
5133,80+,ZG,157,Männlich
5134,80+,ZG,248,Männlich
5135,80+,ZG,250,Männlich
5136,80+,ZG,153,Männlich
5137,80+,ZG,113,Männlich
5138,80+,ZG,20,Männlich
5139,80+,ZG,64,Männlich
5140,80+,ZG,24,Männlich
5141,80+,ZG,0,Männlich
5142,80+,ZG,4,Männlich
5143,80+,ZG,207,Männlich
5144,80+,ZG,0,Männlich
5145,80+,ZG,146,Männlich
5146,80+,ZG,88,Männlich
5147,80+,ZG,251,Männlich
5148,80+,ZG,85,Männlich
5149,80+,ZG,16,Männlich
5150,80+,ZG,42,Männlich
5151,0 - 9,ZG,694,Weiblich
5152,0 - 9,ZG,647,Weiblich
5153,0 - 9,ZG,649,Weiblich
5154,0 - 9,ZG,649,Weiblich
5155,0 - 9,ZG,621,Weiblich
5156,0 - 9,ZG,633,Weiblich
5157,0 - 9,ZG,635,Weiblich
5158,0 - 9,ZG,600,Weiblich
5159,0 - 9,ZG,655,Weiblich
5160,0 - 9,ZG,650,Weiblich
5161,10 - 19,ZG,637,Weiblich
5162,10 - 19,ZG,644,Weiblich
5163,10 - 19,ZG,625,Weiblich
5164,10 - 19,ZG,649,Weiblich
5165,10 - 19,ZG,602,Weiblich
5166,10 - 19,ZG,561,Weiblich
5167,10 - 19,ZG,622,Weiblich
5168,10 - 19,ZG,618,Weiblich
5169,10 - 19,ZG,567,Weiblich
5170,10 - 19,ZG,561,Weiblich
5171,20 - 29,ZG,630,Weiblich
5172,20 - 29,ZG,583,Weiblich
5173,20 - 29,ZG,762,Weiblich
5174,20 - 29,ZG,573,Weiblich
5175,20 - 29,ZG,793,Weiblich
5176,20 - 29,ZG,718,Weiblich
5177,20 - 29,ZG,606,Weiblich
5178,20 - 29,ZG,594,Weiblich
5179,20 - 29,ZG,649,Weiblich
5180,20 - 29,ZG,737,Weiblich
5181,30 - 39,ZG,800,Weiblich
5182,30 - 39,ZG,940,Weiblich
5183,30 - 39,ZG,918,Weiblich
5184,30 - 39,ZG,915,Weiblich
5185,30 - 39,ZG,950,Weiblich
5186,30 - 39,ZG,870,Weiblich
5187,30 - 39,ZG,895,Weiblich
5188,30 - 39,ZG,901,Weiblich
5189,30 - 39,ZG,972,Weiblich
5190,30 - 39,ZG,859,Weiblich
5191,40 - 49,ZG,1008,Weiblich
5192,40 - 49,ZG,953,Weiblich
5193,40 - 49,ZG,1006,Weiblich
5194,40 - 49,ZG,1000,Weiblich
5195,40 - 49,ZG,879,Weiblich
5196,40 - 49,ZG,1065,Weiblich
5197,40 - 49,ZG,916,Weiblich
5198,40 - 49,ZG,960,Weiblich
5199,40 - 49,ZG,930,Weiblich
5200,40 - 49,ZG,953,Weiblich
5201,50 - 59,ZG,1030,Weiblich
5202,50 - 59,ZG,1021,Weiblich
5203,50 - 59,ZG,1062,Weiblich
5204,50 - 59,ZG,891,Weiblich
5205,50 - 59,ZG,1021,Weiblich
5206,50 - 59,ZG,870,Weiblich
5207,50 - 59,ZG,1059,Weiblich
5208,50 - 59,ZG,902,Weiblich
5209,50 - 59,ZG,1005,Weiblich
5210,50 - 59,ZG,838,Weiblich
5211,60 - 69,ZG,570,Weiblich
5212,60 - 69,ZG,591,Weiblich
5213,60 - 69,ZG,646,Weiblich
5214,60 - 69,ZG,697,Weiblich
5215,60 - 69,ZG,722,Weiblich
5216,60 - 69,ZG,661,Weiblich
5217,60 - 69,ZG,641,Weiblich
5218,60 - 69,ZG,578,Weiblich
5219,60 - 69,ZG,768,Weiblich
5220,60 - 69,ZG,679,Weiblich
5221,70 - 79,ZG,559,Weiblich
5222,70 - 79,ZG,588,Weiblich
5223,70 - 79,ZG,504,Weiblich
5224,70 - 79,ZG,582,Weiblich
5225,70 - 79,ZG,415,Weiblich
5226,70 - 79,ZG,456,Weiblich
5227,70 - 79,ZG,614,Weiblich
5228,70 - 79,ZG,530,Weiblich
5229,70 - 79,ZG,403,Weiblich
5230,70 - 79,ZG,473,Weiblich
5231,80+,ZG,6,Weiblich
5232,80+,ZG,19,Weiblich
5233,80+,ZG,200,Weiblich
5234,80+,ZG,13,Weiblich
5235,80+,ZG,56,Weiblich
5236,80+,ZG,204,Weiblich
5237,80+,ZG,283,Weiblich
5238,80+,ZG,353,Weiblich
5239,80+,ZG,15,Weiblich
5240,80+,ZG,396,Weiblich
5241,80+,ZG,211,Weiblich
5242,80+,ZG,317,Weiblich
5243,80+,ZG,119,Weiblich
5244,80+,ZG,43,Weiblich
5245,80+,ZG,88,Weiblich
5246,80+,ZG,9,Weiblich
5247,80+,ZG,177,Weiblich
5248,80+,ZG,77,Weiblich
5249,80+,ZG,149,Weiblich
5250,80+,ZG,378,Weiblich
5251,80+,ZG,299,Weiblich
5252,0 - 9,ZH,8050,Männlich
5253,0 - 9,ZH,7912,Männlich
5254,0 - 9,ZH,8685,Männlich
5255,0 - 9,ZH,7972,Männlich
5256,0 - 9,ZH,8457,Männlich
5257,0 - 9,ZH,8409,Männlich
5258,0 - 9,ZH,8622,Männlich
5259,0 - 9,ZH,8602,Männlich
5260,0 - 9,ZH,7787,Männlich
5261,0 - 9,ZH,8051,Männlich
5262,10 - 19,ZH,6900,Männlich
5263,10 - 19,ZH,7195,Männlich
5264,10 - 19,ZH,7336,Männlich
5265,10 - 19,ZH,6745,Männlich
5266,10 - 19,ZH,7072,Männlich
5267,10 - 19,ZH,7572,Männlich
5268,10 - 19,ZH,7000,Männlich
5269,10 - 19,ZH,7452,Männlich
5270,10 - 19,ZH,7213,Männlich
5271,10 - 19,ZH,7687,Männlich
5272,20 - 29,ZH,7794,Männlich
5273,20 - 29,ZH,8130,Männlich
5274,20 - 29,ZH,10336,Männlich
5275,20 - 29,ZH,8444,Männlich
5276,20 - 29,ZH,11012,Männlich
5277,20 - 29,ZH,8664,Männlich
5278,20 - 29,ZH,9405,Männlich
5279,20 - 29,ZH,11699,Männlich
5280,20 - 29,ZH,7514,Männlich
5281,20 - 29,ZH,12097,Männlich
5282,30 - 39,ZH,12578,Männlich
5283,30 - 39,ZH,12715,Männlich
5284,30 - 39,ZH,12755,Männlich
5285,30 - 39,ZH,12687,Männlich
5286,30 - 39,ZH,12862,Männlich
5287,30 - 39,ZH,12614,Männlich
5288,30 - 39,ZH,12279,Männlich
5289,30 - 39,ZH,12760,Männlich
5290,30 - 39,ZH,12833,Männlich
5291,30 - 39,ZH,12422,Männlich
5292,40 - 49,ZH,11525,Männlich
5293,40 - 49,ZH,11457,Männlich
5294,40 - 49,ZH,11340,Männlich
5295,40 - 49,ZH,11845,Männlich
5296,40 - 49,ZH,11245,Männlich
5297,40 - 49,ZH,11398,Männlich
5298,40 - 49,ZH,11547,Männlich
5299,40 - 49,ZH,11793,Männlich
5300,40 - 49,ZH,12045,Männlich
5301,40 - 49,ZH,11945,Männlich
5302,50 - 59,ZH,11955,Männlich
5303,50 - 59,ZH,11405,Männlich
5304,50 - 59,ZH,9609,Männlich
5305,50 - 59,ZH,10293,Männlich
5306,50 - 59,ZH,11961,Männlich
5307,50 - 59,ZH,12039,Männlich
5308,50 - 59,ZH,9180,Männlich
5309,50 - 59,ZH,10640,Männlich
5310,50 - 59,ZH,11881,Männlich
5311,50 - 59,ZH,11940,Männlich
5312,60 - 69,ZH,7260,Männlich
5313,60 - 69,ZH,8677,Männlich
5314,60 - 69,ZH,6710,Männlich
5315,60 - 69,ZH,6625,Männlich
5316,60 - 69,ZH,8065,Männlich
5317,60 - 69,ZH,6241,Männlich
5318,60 - 69,ZH,6555,Männlich
5319,60 - 69,ZH,7455,Männlich
5320,60 - 69,ZH,8321,Männlich
5321,60 - 69,ZH,6104,Männlich
5322,70 - 79,ZH,5481,Männlich
5323,70 - 79,ZH,4064,Männlich
5324,70 - 79,ZH,6157,Männlich
5325,70 - 79,ZH,4728,Männlich
5326,70 - 79,ZH,5762,Männlich
5327,70 - 79,ZH,6143,Männlich
5328,70 - 79,ZH,6216,Männlich
5329,70 - 79,ZH,3869,Männlich
5330,70 - 79,ZH,5964,Männlich
5331,70 - 79,ZH,5160,Männlich
5332,80+,ZH,164,Männlich
5333,80+,ZH,1726,Männlich
5334,80+,ZH,2722,Männlich
5335,80+,ZH,484,Männlich
5336,80+,ZH,2293,Männlich
5337,80+,ZH,3149,Männlich
5338,80+,ZH,39,Männlich
5339,80+,ZH,2047,Männlich
5340,80+,ZH,2852,Männlich
5341,80+,ZH,820,Männlich
5342,80+,ZH,941,Männlich
5343,80+,ZH,1552,Männlich
5344,80+,ZH,331,Männlich
5345,80+,ZH,116,Männlich
5346,80+,ZH,3230,Männlich
5347,80+,ZH,41,Männlich
5348,80+,ZH,3521,Männlich
5349,80+,ZH,591,Männlich
5350,80+,ZH,67,Männlich
5351,80+,ZH,1251,Männlich
5352,80+,ZH,225,Männlich
5353,0 - 9,ZH,7703,Weiblich
5354,0 - 9,ZH,8225,Weiblich
5355,0 - 9,ZH,8072,Weiblich
5356,0 - 9,ZH,8095,Weiblich
5357,0 - 9,ZH,7508,Weiblich
5358,0 - 9,ZH,7360,Weiblich
5359,0 - 9,ZH,7518,Weiblich
5360,0 - 9,ZH,7601,Weiblich
5361,0 - 9,ZH,7952,Weiblich
5362,0 - 9,ZH,8074,Weiblich
5363,10 - 19,ZH,6385,Weiblich
5364,10 - 19,ZH,6911,Weiblich
5365,10 - 19,ZH,6718,Weiblich
5366,10 - 19,ZH,7169,Weiblich
5367,10 - 19,ZH,6937,Weiblich
5368,10 - 19,ZH,6514,Weiblich
5369,10 - 19,ZH,6771,Weiblich
5370,10 - 19,ZH,6666,Weiblich
5371,10 - 19,ZH,6700,Weiblich
5372,10 - 19,ZH,6580,Weiblich
5373,20 - 29,ZH,9185,Weiblich
5374,20 - 29,ZH,7131,Weiblich
5375,20 - 29,ZH,10834,Weiblich
5376,20 - 29,ZH,7623,Weiblich
5377,20 - 29,ZH,11591,Weiblich
5378,20 - 29,ZH,11795,Weiblich
5379,20 - 29,ZH,8592,Weiblich
5380,20 - 29,ZH,7798,Weiblich
5381,20 - 29,ZH,10149,Weiblich
5382,20 - 29,ZH,6916,Weiblich
5383,30 - 39,ZH,12673,Weiblich
5384,30 - 39,ZH,12288,Weiblich
5385,30 - 39,ZH,12326,Weiblich
5386,30 - 39,ZH,12234,Weiblich
5387,30 - 39,ZH,12436,Weiblich
5388,30 - 39,ZH,12288,Weiblich
5389,30 - 39,ZH,12444,Weiblich
5390,30 - 39,ZH,11945,Weiblich
5391,30 - 39,ZH,12485,Weiblich
5392,30 - 39,ZH,12553,Weiblich
5393,40 - 49,ZH,11202,Weiblich
5394,40 - 49,ZH,11246,Weiblich
5395,40 - 49,ZH,11266,Weiblich
5396,40 - 49,ZH,10668,Weiblich
5397,40 - 49,ZH,10903,Weiblich
5398,40 - 49,ZH,11044,Weiblich
5399,40 - 49,ZH,11270,Weiblich
5400,40 - 49,ZH,10655,Weiblich
5401,40 - 49,ZH,10884,Weiblich
5402,40 - 49,ZH,11772,Weiblich
5403,50 - 59,ZH,9893,Weiblich
5404,50 - 59,ZH,11180,Weiblich
5405,50 - 59,ZH,11361,Weiblich
5406,50 - 59,ZH,11449,Weiblich
5407,50 - 59,ZH,10876,Weiblich
5408,50 - 59,ZH,11514,Weiblich
5409,50 - 59,ZH,9555,Weiblich
5410,50 - 59,ZH,10349,Weiblich
5411,50 - 59,ZH,9128,Weiblich
5412,50 - 59,ZH,11239,Weiblich
5413,60 - 69,ZH,7124,Weiblich
5414,60 - 69,ZH,7401,Weiblich
5415,60 - 69,ZH,7592,Weiblich
5416,60 - 69,ZH,8463,Weiblich
5417,60 - 69,ZH,8172,Weiblich
5418,60 - 69,ZH,7094,Weiblich
5419,60 - 69,ZH,7117,Weiblich
5420,60 - 69,ZH,7456,Weiblich
5421,60 - 69,ZH,7979,Weiblich
5422,60 - 69,ZH,8692,Weiblich
5423,70 - 79,ZH,5727,Weiblich
5424,70 - 79,ZH,6672,Weiblich
5425,70 - 79,ZH,7088,Weiblich
5426,70 - 79,ZH,6452,Weiblich
5427,70 - 79,ZH,6938,Weiblich
5428,70 - 79,ZH,6962,Weiblich
5429,70 - 79,ZH,5297,Weiblich
5430,70 - 79,ZH,6694,Weiblich
5431,70 - 79,ZH,6021,Weiblich
5432,70 - 79,ZH,4967,Weiblich
5433,80+,ZH,127,Weiblich
5434,80+,ZH,471,Weiblich
5435,80+,ZH,2778,Weiblich
5436,80+,ZH,3501,Weiblich
5437,80+,ZH,4396,Weiblich
5438,80+,ZH,3824,Weiblich
5439,80+,ZH,4392,Weiblich
5440,80+,ZH,1697,Weiblich
5441,80+,ZH,1407,Weiblich
5442,80+,ZH,226,Weiblich
5443,80+,ZH,658,Weiblich
5444,80+,ZH,1124,Weiblich
5445,80+,ZH,2019,Weiblich
5446,80+,ZH,2994,Weiblich
5447,80+,ZH,3216,Weiblich
5448,80+,ZH,2433,Weiblich
5449,80+,ZH,890,Weiblich
5450,80+,ZH,183,Weiblich
5451,80+,ZH,4211,Weiblich
5452,80+,ZH,4869,Weiblich
5453,80+,ZH,364,Weiblich
0,0 - 9,CH,447746,Männlich
1,10 - 19,CH,435258,Männlich
2,20 - 29,CH,540358,Männlich
3,30 - 39,CH,615991,Männlich
4,40 - 49,CH,608449,Männlich
5,50 - 59,CH,649695,Männlich
6,60 - 69,CH,460050,Männlich
7,70 - 79,CH,329837,Männlich
8,80+,CH,168762,Männlich
9,0 - 9,CH,424175,Weiblich
10,10 - 19,CH,409907,Weiblich
11,20 - 29,CH,516914,Weiblich
12,30 - 39,CH,604093,Weiblich
13,40 - 49,CH,601554,Weiblich
14,50 - 59,CH,638522,Weiblich
15,60 - 69,CH,476169,Weiblich
16,70 - 79,CH,379079,Weiblich
17,80+,CH,276346,Weiblich
