,age_group,canton,pop_size,sex
2115,80+,GR,370,Männlich
2116,80+,GR,223,Männlich
2117,80+,GR,59,Männlich
2118,80+,GR,139,Männlich
2119,80+,GR,28,Männlich
2120,80+,GR,288,Männlich
2121,0 - 9,GR,848,Weiblich
2122,0 - 9,GR,895,Weiblich
2123,0 - 9,GR,843,Weiblich
2124,0 - 9,GR,767,Weiblich
2125,0 - 9,GR,789,Weiblich
2126,0 - 9,GR,845,Weiblich
2127,0 - 9,GR,880,Weiblich
2128,0 - 9,GR,862,Weiblich
2129,0 - 9,GR,869,Weiblich
2130,0 - 9,GR,841,Weiblich
2131,10 - 19,GR,855,Weiblich
2132,10 - 19,GR,966,Weiblich
2133,10 - 19,GR,826,Weiblich
2134,10 - 19,GR,965,Weiblich
2135,10 - 19,GR,810,Weiblich
2136,10 - 19,GR,915,Weiblich
2137,10 - 19,GR,838,Weiblich
2138,10 - 19,GR,857,Weiblich
2139,10 - 19,GR,880,Weiblich
2140,10 - 19,GR,881,Weiblich
2141,20 - 29,GR,1227,Weiblich
2142,20 - 29,GR,1216,Weiblich
2143,20 - 29,GR,1236,Weiblich
2144,20 - 29,GR,994,Weiblich
2145,20 - 29,GR,1015,Weiblich
2146,20 - 29,GR,1242,Weiblich
2147,20 - 29,GR,1031,Weiblich
2148,20 - 29,GR,1069,Weiblich
2149,20 - 29,GR,1120,Weiblich
2150,20 - 29,GR,1010,Weiblich
2151,30 - 39,GR,1228,Weiblich
2152,30 - 39,GR,1286,Weiblich
2153,30 - 39,GR,1269,Weiblich
2154,30 - 39,GR,1215,Weiblich
2155,30 - 39,GR,1283,Weiblich
2156,30 - 39,GR,1225,Weiblich
2157,30 - 39,GR,1220,Weiblich
2158,30 - 39,GR,1213,Weiblich
2159,30 - 39,GR,1264,Weiblich
2160,30 - 39,GR,1208,Weiblich
2161,40 - 49,GR,1200,Weiblich
2162,40 - 49,GR,1209,Weiblich
2163,40 - 49,GR,1315,Weiblich
2164,40 - 49,GR,1438,Weiblich
2165,40 - 49,GR,1291,Weiblich
2166,40 - 49,GR,1245,Weiblich
2167,40 - 49,GR,1298,Weiblich
2168,40 - 49,GR,1517,Weiblich
2169,40 - 49,GR,1485,Weiblich
2170,40 - 49,GR,1170,Weiblich
2171,50 - 59,GR,1479,Weiblich
2172,50 - 59,GR,1503,Weiblich
2173,50 - 59,GR,1510,Weiblich
2174,50 - 59,GR,1536,Weiblich
2175,50 - 59,GR,1562,Weiblich
2176,50 - 59,GR,1636,Weiblich
2177,50 - 59,GR,1613,Weiblich
2178,50 - 59,GR,1553,Weiblich
2179,50 - 59,GR,1566,Weiblich
2180,50 - 59,GR,1569,Weiblich
2181,60 - 69,GR,1365,Weiblich
2182,60 - 69,GR,1211,Weiblich
2183,60 - 69,GR,1325,Weiblich
2184,60 - 69,GR,1195,Weiblich
2185,60 - 69,GR,1189,Weiblich
2186,60 - 69,GR,1183,Weiblich
2187,60 - 69,GR,1252,Weiblich
2188,60 - 69,GR,1334,Weiblich
2189,60 - 69,GR,1416,Weiblich
2190,60 - 69,GR,1207,Weiblich
2191,70 - 79,GR,814,Weiblich
2192,70 - 79,GR,1063,Weiblich
2193,70 - 79,GR,1196,Weiblich
2194,70 - 79,GR,918,Weiblich
2195,70 - 79,GR,1138,Weiblich
2196,70 - 79,GR,1027,Weiblich
2197,70 - 79,GR,751,Weiblich
2198,70 - 79,GR,1133,Weiblich
2199,70 - 79,GR,1013,Weiblich
2200,70 - 79,GR,849,Weiblich
2201,80+,GR,22,Weiblich
2202,80+,GR,42,Weiblich
2203,80+,GR,745,Weiblich
2204,80+,GR,221,Weiblich
2205,80+,GR,434,Weiblich
2206,80+,GR,220,Weiblich
2207,80+,GR,82,Weiblich
2208,80+,GR,366,Weiblich
2209,80+,GR,625,Weiblich
2210,80+,GR,529,Weiblich
2211,80+,GR,58,Weiblich
2212,80+,GR,20,Weiblich
2213,80+,GR,441,Weiblich
2214,80+,GR,309,Weiblich
2215,80+,GR,164,Weiblich
2216,80+,GR,653,Weiblich
2217,80+,GR,558,Weiblich
2218,80+,GR,140,Weiblich
2219,80+,GR,29,Weiblich
2220,80+,GR,573,Weiblich
2221,80+,GR,697,Weiblich
2222,0 - 9,JU,406,Männlich
2223,0 - 9,JU,406,Männlich
2224,0 - 9,JU,357,Männlich
2225,0 - 9,JU,373,Männlich
2226,0 - 9,JU,400,Männlich
2227,0 - 9,JU,385,Männlich
2228,0 - 9,JU,373,Männlich
2229,0 - 9,JU,364,Männlich
2230,0 - 9,JU,367,Männlich
2231,0 - 9,JU,364,Männlich
2232,10 - 19,JU,420,Männlich
2233,10 - 19,JU,411,Männlich
2234,10 - 19,JU,454,Männlich
2235,10 - 19,JU,354,Männlich
2236,10 - 19,JU,454,Männlich
2237,10 - 19,JU,396,Männlich
2238,10 - 19,JU,404,Männlich
2239,10 - 19,JU,436,Männlich
2240,10 - 19,JU,463,Männlich
2241,10 - 19,JU,377,Männlich
2242,20 - 29,JU,484,Männlich
2243,20 - 29,JU,475,Männlich
2244,20 - 29,JU,476,Männlich
2245,20 - 29,JU,507,Männlich
2246,20 - 29,JU,498,Männlich
2247,20 - 29,JU,471,Männlich
2248,20 - 29,JU,464,Männlich
2249,20 - 29,JU,492,Männlich
2250,20 - 29,JU,508,Männlich
2251,20 - 29,JU,463,Männlich
2252,30 - 39,JU,458,Männlich
2253,30 - 39,JU,414,Männlich
2254,30 - 39,JU,431,Männlich
2255,30 - 39,JU,446,Männlich
2256,30 - 39,JU,438,Männlich
2257,30 - 39,JU,418,Männlich
2258,30 - 39,JU,429,Männlich
2259,30 - 39,JU,427,Männlich
2260,30 - 39,JU,441,Männlich
2261,30 - 39,JU,395,Männlich
2262,40 - 49,JU,415,Männlich
2263,40 - 49,JU,419,Männlich
2264,40 - 49,JU,491,Männlich
2265,40 - 49,JU,420,Männlich
2266,40 - 49,JU,468,Männlich
2267,40 - 49,JU,428,Männlich
2268,40 - 49,JU,487,Männlich
2269,40 - 49,JU,457,Männlich
2270,40 - 49,JU,525,Männlich
2271,40 - 49,JU,478,Männlich
2272,50 - 59,JU,533,Männlich
2273,50 - 59,JU,564,Männlich
2274,50 - 59,JU,529,Männlich
2275,50 - 59,JU,576,Männlich
2276,50 - 59,JU,539,Männlich
2277,50 - 59,JU,536,Männlich
2278,50 - 59,JU,514,Männlich
2279,50 - 59,JU,531,Männlich
2280,50 - 59,JU,554,Männlich
2281,50 - 59,JU,573,Männlich
2282,60 - 69,JU,477,Männlich
2283,60 - 69,JU,466,Männlich
2284,60 - 69,JU,413,Männlich
2285,60 - 69,JU,421,Männlich
2286,60 - 69,JU,453,Männlich
2287,60 - 69,JU,407,Männlich
2288,60 - 69,JU,460,Männlich
2289,60 - 69,JU,465,Männlich
2290,60 - 69,JU,429,Männlich
2291,60 - 69,JU,454,Männlich
2292,70 - 79,JU,217,Männlich
2293,70 - 79,JU,370,Männlich
2294,70 - 79,JU,308,Männlich
2295,70 - 79,JU,417,Männlich
2296,70 - 79,JU,378,Männlich
2297,70 - 79,JU,251,Männlich
2298,70 - 79,JU,306,Männlich
2299,70 - 79,JU,213,Männlich
2300,70 - 79,JU,280,Männlich
2301,70 - 79,JU,380,Männlich
2302,80+,JU,186,Männlich
2303,80+,JU,3,Männlich
2304,80+,JU,9,Männlich
2305,80+,JU,6,Männlich
2306,80+,JU,21,Männlich
2307,80+,JU,83,Männlich
2308,80+,JU,134,Männlich
2309,80+,JU,49,Männlich
2310,80+,JU,153,Männlich
2311,80+,JU,3,Männlich
2312,80+,JU,198,Männlich
2313,80+,JU,117,Männlich
2314,80+,JU,24,Männlich
2315,80+,JU,97,Männlich
2316,80+,JU,66,Männlich
2317,80+,JU,152,Männlich
2318,80+,JU,194,Männlich
2319,80+,JU,8,Männlich
2320,80+,JU,18,Männlich
2321,80+,JU,36,Männlich
2322,80+,JU,59,Männlich
2323,0 - 9,JU,344,Weiblich
2324,0 - 9,JU,353,Weiblich
2325,0 - 9,JU,347,Weiblich
2326,0 - 9,JU,351,Weiblich
2327,0 - 9,JU,330,Weiblich
2328,0 - 9,JU,338,Weiblich
2329,0 - 9,JU,397,Weiblich
2330,0 - 9,JU,355,Weiblich
2331,0 - 9,JU,363,Weiblich
2332,0 - 9,JU,318,Weiblich
2333,10 - 19,JU,391,Weiblich
2334,10 - 19,JU,428,Weiblich
2335,10 - 19,JU,354,Weiblich
2336,10 - 19,JU,357,Weiblich
2337,10 - 19,JU,372,Weiblich
2338,10 - 19,JU,443,Weiblich
2339,10 - 19,JU,426,Weiblich
2340,10 - 19,JU,404,Weiblich
2341,10 - 19,JU,358,Weiblich
2342,10 - 19,JU,402,Weiblich
2343,20 - 29,JU,397,Weiblich
2344,20 - 29,JU,402,Weiblich
2345,20 - 29,JU,400,Weiblich
2346,20 - 29,JU,452,Weiblich
2347,20 - 29,JU,435,Weiblich
2348,20 - 29,JU,456,Weiblich
2349,20 - 29,JU,434,Weiblich
2350,20 - 29,JU,460,Weiblich
2351,20 - 29,JU,462,Weiblich
2352,20 - 29,JU,450,Weiblich
2353,30 - 39,JU,405,Weiblich
2354,30 - 39,JU,425,Weiblich
2355,30 - 39,JU,442,Weiblich
2356,30 - 39,JU,433,Weiblich
2357,30 - 39,JU,424,Weiblich
2358,30 - 39,JU,412,Weiblich
2359,30 - 39,JU,401,Weiblich
2360,30 - 39,JU,422,Weiblich
2361,30 - 39,JU,421,Weiblich
2362,30 - 39,JU,437,Weiblich
2363,40 - 49,JU,425,Weiblich
2364,40 - 49,JU,530,Weiblich
2365,40 - 49,JU,519,Weiblich
2366,40 - 49,JU,419,Weiblich
2367,40 - 49,JU,488,Weiblich
2368,40 - 49,JU,530,Weiblich
2369,40 - 49,JU,547,Weiblich
2370,40 - 49,JU,422,Weiblich
2371,40 - 49,JU,439,Weiblich
2372,40 - 49,JU,485,Weiblich
2373,50 - 59,JU,517,Weiblich
2374,50 - 59,JU,518,Weiblich
2375,50 - 59,JU,535,Weiblich
2376,50 - 59,JU,542,Weiblich
2377,50 - 59,JU,529,Weiblich
2378,50 - 59,JU,573,Weiblich
2379,50 - 59,JU,573,Weiblich
2380,50 - 59,JU,513,Weiblich
2381,50 - 59,JU,577,Weiblich
2382,50 - 59,JU,565,Weiblich
2383,60 - 69,JU,496,Weiblich
2384,60 - 69,JU,389,Weiblich
2385,60 - 69,JU,432,Weiblich
2386,60 - 69,JU,463,Weiblich
2387,60 - 69,JU,424,Weiblich
2388,60 - 69,JU,497,Weiblich
2389,60 - 69,JU,440,Weiblich
2390,60 - 69,JU,473,Weiblich
2391,60 - 69,JU,456,Weiblich
2392,60 - 69,JU,471,Weiblich
2393,70 - 79,JU,348,Weiblich
2394,70 - 79,JU,303,Weiblich
2395,70 - 79,JU,360,Weiblich
2396,70 - 79,JU,420,Weiblich
2397,70 - 79,JU,279,Weiblich
2398,70 - 79,JU,363,Weiblich
2399,70 - 79,JU,403,Weiblich
2400,70 - 79,JU,322,Weiblich
2401,70 - 79,JU,429,Weiblich
2402,70 - 79,JU,303,Weiblich
2403,80+,JU,10,Weiblich
2404,80+,JU,244,Weiblich
2405,80+,JU,255,Weiblich
2406,80+,JU,71,Weiblich
2407,80+,JU,128,Weiblich
2408,80+,JU,180,Weiblich
2409,80+,JU,23,Weiblich
2410,80+,JU,264,Weiblich
2411,80+,JU,49,Weiblich
2412,80+,JU,37,Weiblich
2413,80+,JU,135,Weiblich
2414,80+,JU,232,Weiblich
2415,80+,JU,200,Weiblich
2416,80+,JU,198,Weiblich
2417,80+,JU,51,Weiblich
2418,80+,JU,102,Weiblich
2419,80+,JU,136,Weiblich
2420,80+,JU,14,Weiblich
2421,80+,JU,23,Weiblich
2422,80+,JU,223,Weiblich
2423,80+,JU,209,Weiblich
2424,0 - 9,LU,2180,Männlich
2425,0 - 9,LU,2195,Männlich
2426,0 - 9,LU,2220,Männlich
2427,0 - 9,LU,2278,Männlich
2428,0 - 9,LU,2292,Männlich
2429,0 - 9,LU,2232,Männlich
2430,0 - 9,LU,2154,Männlich
2431,0 - 9,LU,2106,Männlich
2432,0 - 9,LU,2206,Männlich
2433,0 - 9,LU,2153,Männlich
2434,10 - 19,LU,2050,Männlich
2435,10 - 19,LU,2438,Männlich
2436,10 - 19,LU,2076,Männlich
2437,10 - 19,LU,1995,Männlich
2438,10 - 19,LU,2049,Männlich
2439,10 - 19,LU,1942,Männlich
2440,10 - 19,LU,2042,Männlich
2441,10 - 19,LU,2232,Männlich
2442,10 - 19,LU,2211,Männlich
2443,10 - 19,LU,2028,Männlich
2444,20 - 29,LU,2905,Männlich
2445,20 - 29,LU,2890,Männlich
2446,20 - 29,LU,2346,Männlich
2447,20 - 29,LU,2640,Männlich
2448,20 - 29,LU,2677,Männlich
2449,20 - 29,LU,2816,Männlich
2450,20 - 29,LU,3021,Männlich
2451,20 - 29,LU,2923,Männlich
2452,20 - 29,LU,2688,Männlich
2453,20 - 29,LU,2654,Männlich
2454,30 - 39,LU,2719,Männlich
2455,30 - 39,LU,3053,Männlich
2456,30 - 39,LU,3048,Männlich
2457,30 - 39,LU,2826,Männlich
2458,30 - 39,LU,2932,Männlich
2459,30 - 39,LU,2875,Männlich
2460,30 - 39,LU,2982,Männlich
2461,30 - 39,LU,3022,Männlich
2462,30 - 39,LU,2973,Männlich
2463,30 - 39,LU,3048,Männlich
2464,40 - 49,LU,2943,Männlich
2465,40 - 49,LU,2829,Männlich
2466,40 - 49,LU,3102,Männlich
2467,40 - 49,LU,2866,Männlich
2468,40 - 49,LU,2732,Männlich
2469,40 - 49,LU,2644,Männlich
2470,40 - 49,LU,2764,Männlich
2471,40 - 49,LU,2618,Männlich
2472,40 - 49,LU,2666,Männlich
2473,40 - 49,LU,2989,Männlich
2474,50 - 59,LU,3208,Männlich
2475,50 - 59,LU,2706,Männlich
2476,50 - 59,LU,3176,Männlich
2477,50 - 59,LU,2906,Männlich
2478,50 - 59,LU,3467,Männlich
2479,50 - 59,LU,3218,Männlich
2480,50 - 59,LU,2936,Männlich
2481,50 - 59,LU,3098,Männlich
2482,50 - 59,LU,3257,Männlich
2483,50 - 59,LU,3048,Männlich
2484,60 - 69,LU,1920,Männlich
2485,60 - 69,LU,1908,Männlich
2486,60 - 69,LU,2609,Männlich
2487,60 - 69,LU,2519,Männlich
2488,60 - 69,LU,2697,Männlich
2489,60 - 69,LU,2352,Männlich
2490,60 - 69,LU,2039,Männlich
2491,60 - 69,LU,1949,Männlich
2492,60 - 69,LU,2034,Männlich
2493,60 - 69,LU,2118,Männlich
2494,70 - 79,LU,1688,Männlich
2495,70 - 79,LU,1095,Männlich
2496,70 - 79,LU,1466,Männlich
2497,70 - 79,LU,1690,Männlich
2498,70 - 79,LU,1250,Männlich
2499,70 - 79,LU,1162,Männlich
2500,70 - 79,LU,1595,Männlich
2501,70 - 79,LU,1635,Männlich
2502,70 - 79,LU,1277,Männlich
2503,70 - 79,LU,1892,Männlich
2504,80+,LU,119,Männlich
2505,80+,LU,46,Männlich
2506,80+,LU,27,Männlich
2507,80+,LU,80,Männlich
2508,80+,LU,10,Männlich
2509,80+,LU,68,Männlich
2510,80+,LU,148,Männlich
2511,80+,LU,19,Männlich
2512,80+,LU,968,Männlich
2513,80+,LU,327,Männlich
2514,80+,LU,12,Männlich
2515,80+,LU,893,Männlich
2516,80+,LU,645,Männlich
2517,80+,LU,604,Männlich
2518,80+,LU,1025,Männlich
2519,80+,LU,818,Männlich
2520,80+,LU,423,Männlich
2521,80+,LU,208,Männlich
2522,80+,LU,710,Männlich
2523,80+,LU,519,Männlich
2524,80+,LU,246,Männlich
2525,0 - 9,LU,2023,Weiblich
2526,0 - 9,LU,1963,Weiblich
2527,0 - 9,LU,1999,Weiblich
2528,0 - 9,LU,2083,Weiblich
2529,0 - 9,LU,2090,Weiblich
2530,0 - 9,LU,2036,Weiblich
2531,0 - 9,LU,2101,Weiblich
2532,0 - 9,LU,2111,Weiblich
2533,0 - 9,LU,2063,Weiblich
2534,0 - 9,LU,2114,Weiblich
2535,10 - 19,LU,1917,Weiblich
2536,10 - 19,LU,1841,Weiblich
2537,10 - 19,LU,2111,Weiblich
2538,10 - 19,LU,2274,Weiblich
2539,10 - 19,LU,1899,Weiblich
2540,10 - 19,LU,1989,Weiblich
2541,10 - 19,LU,1849,Weiblich
2542,10 - 19,LU,1827,Weiblich
2543,10 - 19,LU,1985,Weiblich
2544,10 - 19,LU,2009,Weiblich
2545,20 - 29,LU,2936,Weiblich
2546,20 - 29,LU,2520,Weiblich
2547,20 - 29,LU,2838,Weiblich
2548,20 - 29,LU,2551,Weiblich
2549,20 - 29,LU,2906,Weiblich
2550,20 - 29,LU,2594,Weiblich
2551,20 - 29,LU,2713,Weiblich
2552,20 - 29,LU,2384,Weiblich
2553,20 - 29,LU,2326,Weiblich
2554,20 - 29,LU,3058,Weiblich
2555,30 - 39,LU,2927,Weiblich
2556,30 - 39,LU,2838,Weiblich
2557,30 - 39,LU,2760,Weiblich
2558,30 - 39,LU,2762,Weiblich
2559,30 - 39,LU,2823,Weiblich
2560,30 - 39,LU,2944,Weiblich
2561,30 - 39,LU,2847,Weiblich
2562,30 - 39,LU,2948,Weiblich
2563,30 - 39,LU,2830,Weiblich
2564,30 - 39,LU,2950,Weiblich
2565,40 - 49,LU,3144,Weiblich
2566,40 - 49,LU,2866,Weiblich
2567,40 - 49,LU,2570,Weiblich
2568,40 - 49,LU,2686,Weiblich
2569,40 - 49,LU,2835,Weiblich
2570,40 - 49,LU,2672,Weiblich
2571,40 - 49,LU,2646,Weiblich
2572,40 - 49,LU,2613,Weiblich
2573,40 - 49,LU,2876,Weiblich
2574,40 - 49,LU,2781,Weiblich
2575,50 - 59,LU,2921,Weiblich
2576,50 - 59,LU,2826,Weiblich
2577,50 - 59,LU,2758,Weiblich
2578,50 - 59,LU,3008,Weiblich
2579,50 - 59,LU,3178,Weiblich
2580,50 - 59,LU,3194,Weiblich
2581,50 - 59,LU,3120,Weiblich
2582,50 - 59,LU,3216,Weiblich
2583,50 - 59,LU,3135,Weiblich
2584,50 - 59,LU,3209,Weiblich
2585,60 - 69,LU,2013,Weiblich
2586,60 - 69,LU,1966,Weiblich
2587,60 - 69,LU,1959,Weiblich
2588,60 - 69,LU,2131,Weiblich
2589,60 - 69,LU,2227,Weiblich
2590,60 - 69,LU,2078,Weiblich
2591,60 - 69,LU,2295,Weiblich
2592,60 - 69,LU,2289,Weiblich
2593,60 - 69,LU,2530,Weiblich
2594,60 - 69,LU,2570,Weiblich
2595,70 - 79,LU,1521,Weiblich
2596,70 - 79,LU,1871,Weiblich
2597,70 - 79,LU,1694,Weiblich
2598,70 - 79,LU,1484,Weiblich
2599,70 - 79,LU,1371,Weiblich
2600,70 - 79,LU,1628,Weiblich
2601,70 - 79,LU,1764,Weiblich
2602,70 - 79,LU,1943,Weiblich
2603,70 - 79,LU,1627,Weiblich
2604,70 - 79,LU,1810,Weiblich
2605,80+,LU,344,Weiblich
2606,80+,LU,167,Weiblich
2607,80+,LU,49,Weiblich
2608,80+,LU,457,Weiblich
2609,80+,LU,760,Weiblich
2610,80+,LU,284,Weiblich
2611,80+,LU,583,Weiblich
2612,80+,LU,838,Weiblich
2613,80+,LU,1191,Weiblich
2614,80+,LU,918,Weiblich
2615,80+,LU,629,Weiblich
2616,80+,LU,106,Weiblich
2617,80+,LU,46,Weiblich
2618,80+,LU,1256,Weiblich
2619,80+,LU,1043,Weiblich
2620,80+,LU,1239,Weiblich
2621,80+,LU,1094,Weiblich
2622,80+,LU,237,Weiblich
2623,80+,LU,53,Weiblich
2624,80+,LU,1303,Weiblich
2625,80+,LU,96,Weiblich
2626,0 - 9,NE,846,Männlich
2627,0 - 9,NE,920,Männlich
2628,0 - 9,NE,925,Männlich
2629,0 - 9,NE,930,Männlich
2630,0 - 9,NE,906,Männlich
2631,0 - 9,NE,884,Männlich
2632,0 - 9,NE,927,Männlich
2633,0 - 9,NE,955,Männlich
2634,0 - 9,NE,960,Männlich
2635,0 - 9,NE,956,Männlich
2636,10 - 19,NE,910,Männlich
2637,10 - 19,NE,972,Männlich
2638,10 - 19,NE,977,Männlich
2639,10 - 19,NE,989,Männlich
2640,10 - 19,NE,988,Männlich
2641,10 - 19,NE,1066,Männlich
2642,10 - 19,NE,1016,Männlich
2643,10 - 19,NE,1041,Männlich
2644,10 - 19,NE,1063,Männlich
2645,10 - 19,NE,971,Männlich
2646,20 - 29,NE,1137,Männlich
2647,20 - 29,NE,1084,Männlich
2648,20 - 29,NE,1156,Männlich
2649,20 - 29,NE,1137,Männlich
2650,20 - 29,NE,1195,Männlich
2651,20 - 29,NE,1221,Männlich
2652,20 - 29,NE,1169,Männlich
2653,20 - 29,NE,1084,Männlich
2654,20 - 29,NE,1181,Männlich
2655,20 - 29,NE,1197,Männlich
2656,30 - 39,NE,1104,Männlich
2657,30 - 39,NE,1141,Männlich
2658,30 - 39,NE,1143,Männlich
2659,30 - 39,NE,1098,Männlich
2660,30 - 39,NE,1196,Männlich
2661,30 - 39,NE,1152,Männlich
2662,30 - 39,NE,1171,Männlich
2663,30 - 39,NE,1129,Männlich
2664,30 - 39,NE,1186,Männlich
2665,30 - 39,NE,1138,Männlich
2666,40 - 49,NE,1171,Männlich
2667,40 - 49,NE,1301,Männlich
2668,40 - 49,NE,1235,Männlich
2669,40 - 49,NE,1156,Männlich
2670,40 - 49,NE,1207,Männlich
2671,40 - 49,NE,1349,Männlich
2672,40 - 49,NE,1302,Männlich
2673,40 - 49,NE,1235,Männlich
2674,40 - 49,NE,1327,Männlich
2675,40 - 49,NE,1114,Männlich
2676,50 - 59,NE,1321,Männlich
2677,50 - 59,NE,1391,Männlich
2678,50 - 59,NE,1317,Männlich
2679,50 - 59,NE,1192,Männlich
2680,50 - 59,NE,1256,Männlich
2681,50 - 59,NE,1364,Männlich
2682,50 - 59,NE,1152,Männlich
2683,50 - 59,NE,1211,Männlich
2684,50 - 59,NE,1157,Männlich
2685,50 - 59,NE,1375,Männlich
2686,60 - 69,NE,947,Männlich
2687,60 - 69,NE,1066,Männlich
2688,60 - 69,NE,878,Männlich
2689,60 - 69,NE,1005,Männlich
2690,60 - 69,NE,820,Männlich
2691,60 - 69,NE,863,Männlich
2692,60 - 69,NE,803,Männlich
2693,60 - 69,NE,764,Männlich
2694,60 - 69,NE,1011,Männlich
2695,60 - 69,NE,790,Männlich
2696,70 - 79,NE,843,Männlich
2697,70 - 79,NE,664,Männlich
2698,70 - 79,NE,590,Männlich
2699,70 - 79,NE,455,Männlich
2700,70 - 79,NE,722,Männlich
2701,70 - 79,NE,828,Männlich
2702,70 - 79,NE,761,Männlich
2703,70 - 79,NE,769,Männlich
2704,70 - 79,NE,464,Männlich
2705,70 - 79,NE,658,Männlich
2706,80+,NE,5,Männlich
2707,80+,NE,55,Männlich
2708,80+,NE,385,Männlich
2709,80+,NE,31,Männlich
2710,80+,NE,79,Männlich
2711,80+,NE,6,Männlich
2712,80+,NE,422,Männlich
2713,80+,NE,355,Männlich
2714,80+,NE,423,Männlich
2715,80+,NE,7,Männlich
2716,80+,NE,43,Männlich
2717,80+,NE,241,Männlich
2718,80+,NE,319,Männlich
2719,80+,NE,150,Männlich
2720,80+,NE,19,Männlich
2721,80+,NE,46,Männlich
2722,80+,NE,97,Männlich
2723,80+,NE,293,Männlich
2724,80+,NE,166,Männlich
2725,80+,NE,189,Männlich
2726,80+,NE,235,Männlich
2727,0 - 9,NE,875,Weiblich
2728,0 - 9,NE,934,Weiblich
2729,0 - 9,NE,837,Weiblich
2730,0 - 9,NE,898,Weiblich
2731,0 - 9,NE,903,Weiblich
2732,0 - 9,NE,827,Weiblich
2733,0 - 9,NE,892,Weiblich
2734,0 - 9,NE,892,Weiblich
2735,0 - 9,NE,783,Weiblich
2736,0 - 9,NE,867,Weiblich
2737,10 - 19,NE,896,Weiblich
2738,10 - 19,NE,884,Weiblich
2739,10 - 19,NE,935,Weiblich
2740,10 - 19,NE,927,Weiblich
2741,10 - 19,NE,1049,Weiblich
2742,10 - 19,NE,940,Weiblich
2743,10 - 19,NE,991,Weiblich
2744,10 - 19,NE,959,Weiblich
2745,10 - 19,NE,966,Weiblich
2746,10 - 19,NE,904,Weiblich
2747,20 - 29,NE,1075,Weiblich
2748,20 - 29,NE,1147,Weiblich
2749,20 - 29,NE,1083,Weiblich
2750,20 - 29,NE,986,Weiblich
2751,20 - 29,NE,1082,Weiblich
2752,20 - 29,NE,1121,Weiblich
2753,20 - 29,NE,1030,Weiblich
2754,20 - 29,NE,1179,Weiblich
2755,20 - 29,NE,1032,Weiblich
2756,20 - 29,NE,1048,Weiblich
2757,30 - 39,NE,1117,Weiblich
2758,30 - 39,NE,1115,Weiblich
2759,30 - 39,NE,1221,Weiblich
2760,30 - 39,NE,1141,Weiblich
2761,30 - 39,NE,1153,Weiblich
2762,30 - 39,NE,1151,Weiblich
2763,30 - 39,NE,1173,Weiblich
2764,30 - 39,NE,1155,Weiblich
2765,30 - 39,NE,1145,Weiblich
2766,30 - 39,NE,1122,Weiblich
2767,40 - 49,NE,1261,Weiblich
2768,40 - 49,NE,1264,Weiblich
2769,40 - 49,NE,1323,Weiblich
2770,40 - 49,NE,1306,Weiblich
2771,40 - 49,NE,1196,Weiblich
2772,40 - 49,NE,1393,Weiblich
2773,40 - 49,NE,1263,Weiblich
2774,40 - 49,NE,1165,Weiblich
2775,40 - 49,NE,1328,Weiblich
2776,40 - 49,NE,1232,Weiblich
2777,50 - 59,NE,1390,Weiblich
2778,50 - 59,NE,1214,Weiblich
2779,50 - 59,NE,1154,Weiblich
2780,50 - 59,NE,1332,Weiblich
2781,50 - 59,NE,1337,Weiblich
2782,50 - 59,NE,1342,Weiblich
2783,50 - 59,NE,1134,Weiblich
2784,50 - 59,NE,1279,Weiblich
2785,50 - 59,NE,1346,Weiblich
2786,50 - 59,NE,1149,Weiblich
2787,60 - 69,NE,1069,Weiblich
2788,60 - 69,NE,938,Weiblich
2789,60 - 69,NE,1048,Weiblich
2790,60 - 69,NE,872,Weiblich
2791,60 - 69,NE,920,Weiblich
2792,60 - 69,NE,867,Weiblich
2793,60 - 69,NE,949,Weiblich
2794,60 - 69,NE,948,Weiblich
2795,60 - 69,NE,978,Weiblich
2796,60 - 69,NE,1025,Weiblich
2797,70 - 79,NE,833,Weiblich
2798,70 - 79,NE,696,Weiblich
2799,70 - 79,NE,965,Weiblich
2800,70 - 79,NE,919,Weiblich
2801,70 - 79,NE,628,Weiblich
2802,70 - 79,NE,835,Weiblich
2803,70 - 79,NE,1001,Weiblich
2804,70 - 79,NE,809,Weiblich
2805,70 - 79,NE,838,Weiblich
2806,70 - 79,NE,690,Weiblich
2807,80+,NE,585,Weiblich
2808,80+,NE,35,Weiblich
2809,80+,NE,40,Weiblich
2810,80+,NE,563,Weiblich
2811,80+,NE,182,Weiblich
2812,80+,NE,113,Weiblich
2813,80+,NE,229,Weiblich
2814,80+,NE,120,Weiblich
2815,80+,NE,356,Weiblich
2816,80+,NE,27,Weiblich
2817,80+,NE,567,Weiblich
2818,80+,NE,500,Weiblich
2819,80+,NE,233,Weiblich
2820,80+,NE,399,Weiblich
2821,80+,NE,518,Weiblich
2822,80+,NE,314,Weiblich
2823,80+,NE,452,Weiblich
2824,80+,NE,65,Weiblich
2825,80+,NE,161,Weiblich
2826,80+,NE,574,Weiblich
2827,80+,NE,525,Weiblich
2828,0 - 9,NW,185,Männlich
2829,0 - 9,NW,214,Männlich
2830,0 - 9,NW,226,Männlich
2831,0 - 9,NW,174,Männlich
2832,0 - 9,NW,234,Männlich
2833,0 - 9,NW,174,Männlich
2834,0 - 9,NW,198,Männlich
2835,0 - 9,NW,202,Männlich
2836,0 - 9,NW,197,Männlich
